,comment-en,comment-mg,sentiment
2031,It syncs fine from your ipod/iphone to itunes but once it gets sent to [...] is when you get screwed.,Mampirindra tsara avy amin'ny ipod/iphone-nao mankany iTunes izy io fa rehefa alefa any amin'ny [...] dia rehefa diso ianao.,-1
2032,I would probably recommend it to a friend.,Mety hanoro izany amin'ny namana aho.,1
2033,The 4gb of RAM makes it fly when using any program and the hard drive is huge.,Ny 4gb RAM dia manidina rehefa mampiasa programa ary lehibe ny kapila mafy.,1
2034,Even the special effects are lacking.,Na ny effet spéciale aza tsy ampy.,-1
2035,I don't know from day to day if it will work or not.,Tsy haiko isan'andro na hahomby na tsia.,-1
2036,-Choose your character's allignment (from 'goody-goody two shoes' to 'completely neutral' to 'murderous lunatic'.,- Fidio ny fampifanarahana ny toetranao (avy amin'ny 'kiraro roa tsara tarehy' mankany amin'ny 'tsy miandany tanteraka' ka hatramin'ny 'mamono olona adala'.,1
2037,Strong points * Each chapter follows a similar format which helps the reader know what to expect.,Hevi-dehibe * Ny toko tsirairay dia manaraka endrika mitovy amin'izany izay manampy ny mpamaky hahafantatra ny zavatra andrasana.,1
2038,I have two major complaints about this phone.,Manana fitarainana roa lehibe aho momba ity telefaona ity.,-1
2039,"Let's throw in the fact you have time limits on these assassination missions also, and you get a completely annoying game that is cheap and will aggravate you past the point of reason.","Andeha hojerentsika ny zava-misy fa manana fe-potoana ianao amin'ireo iraka famonoana ireo ihany koa, ary mahazo lalao mahasosotra tanteraka izay mora vidy ianao ary hanaratsy anao amin'ny antony.",-1
2040,We had to replace the batteries after a weekend of play with the newly purchased book.,Tsy maintsy nosoloinay ny batterie taorian’ny faran’ny herinandro nilalao tamin’ilay boky vao novidina.,-1
2041,"""Check your bargain bin"" The Game play of this game was done very well.","""Check your bargain bin"" Ny lalao lalao amin'ity lalao ity dia vita tsara.",1
2042,The film is worth a look at to see how one can find their happiness even if it comes with little burden.,Ny sarimihetsika dia mendrika hojerena mba hahitana ny fomba hahitana ny fahasambarany na dia kely aza ny enta-mavesatra.,1
2043,"Okay, my conclusion is this: this camera is a beautifully engineered piece of camera.","Eny ary, ny fehin-kevitro dia izao: fakan-tsary novolavolaina tsara ity fakan-tsary ity.",1
2044,"Lastly its case is fingerprint free, its speakers are movie experience loud, hard to find on a laptop and its HDMI de ...","Farany dia tsy misy dian-tanana ny raharahany, ny fanamafisam-peony dia traikefa amin'ny sarimihetsika mafy, sarotra hita amin'ny solosaina finday ary ny HDMI de ...",1
2045,Also the media keys are very conveinent when listening to music or watching a movie.,Ary koa ny fanalahidin'ny haino aman-jery dia tena conveinent rehefa mihaino mozika na mijery sarimihetsika.,1
2046,"Also, all of the side characters (particularly the mom, Vee, and the teacher) were incredibly flat and stereotypical to me.","Ary koa, ny endri-tsoratra rehetra (indrindra fa ny reny, Vee, ary ny mpampianatra) dia tena fisaka sy stereotype tamiko.",-1
2047,This whole design seems to create an unnecessary rat's nest of wires behind my television.,Ity endrika manontolo ity dia toa mamorona akanim-boalavo tsy ilaina amin'ny tariby ao ambadiky ny fahitalavitra.,-1
2048,"There really isn't anything to the main character, which is unfortunate since we spend so much time with him.","Tena tsy misy na inona na inona amin'ny mpilalao fototra, izay mampalahelo satria mandany fotoana be miaraka aminy izahay.",-1
2049,The ability to put spells on auto-cast (and the effectiveness of the AI at deploying them) is amazing.,Ny fahaizana mametraka ody amin'ny auto-cast (sy ny fahombiazan'ny AI amin'ny fametrahana azy ireo) dia mahagaga.,1
2050,"If you're looking to upload your runs and share with friends and all that greatness that Nike makes is seem to be, then don't waste your time.","Raha mikasa ny hampakatra ny hazakazakao ianao ary hizara amin'ny namana ary toa ny zava-dehibe rehetra nataon'i Nike, dia aza mandany fotoana.",-1
2051,"Weee. The ATE adds so little to the plot, and takes up so much time, that it seems that Square added them to take up time and disc space.","Weee. Ny ATE dia manampy kely amin'ny tetika, ary mandany fotoana be, ka toa ny Square no nanampy azy ireo haka fotoana sy habaka.",-1
2052,Converting this game to the DS could have been a lot simpler and would have given the fans more of what they wanted.,Ny famadihana ity lalao ity ho DS dia mety ho tsotra kokoa ary mety hanome ny mpankafy bebe kokoa izay tadiaviny.,-1
2053,I expected the unit to far surpass my computer's DVD player and it doesn't.,Nanantena aho fa hihoatra lavitra ny mpilalao DVD an'ny solosainako ilay fitaovana fa tsy izany.,-1
2054,Huge world with beautiful graphics.,Tontolo lehibe misy sary mahafinaritra.,1
2055,A gem. Buy it.,Vatosoa. Vidio izany.,1
2056,It would be good if there was actual music for the regular gameplay.,Tsara raha misy mozika tena izy ho an'ny lalao mahazatra.,-1
2057,"But it's too little, too late.","Fa kely loatra, tara loatra.",-1
2058,"Why not just alert the player by saying ''Hi, I'm going to be the last boss in this game, or at least one of the last bosses.''","Maninona raha manaitra fotsiny ilay mpilalao amin'ny filazana hoe ''Manahoana, izaho no ho sefo farany amin'ity lalao ity, na farafaharatsiny iray amin'ireo sefo farany.''",-1
2059,"For many it will confirm that ""War is a Racket"" (The author explains exactly what he means by this statment) and I percieve that a vast majority would agree with the author on his definition.","Ho an'ny maro dia hanamafy fa ny ""Ady dia Racket"" (Ny mpanoratra dia manazava tsara ny tiany holazaina amin'ity fanambarana ity) ary tsapako fa ny ankamaroany dia miombon-kevitra amin'ny mpanoratra amin'ny famaritana azy.",1
2060,I did have issues with sound from my TV as well.,Nanana olana tamin'ny feo avy amin'ny fahitalavitra koa aho.,-1
2061,"It is the most original RTS game out there, as it adds in a role playing flavor with the advent of Heroes, special characters each of the races have.","Io no lalao RTS tany am-boalohany indrindra, satria manampy tsiron-tsakafo miaraka amin'ny fahatongavan'ny Heroes, toetra manokana ananan'ny hazakazaka tsirairay.",1
2062,"Pros: No problems, easy to set up.","Tombontsoa: Tsy misy olana, mora apetraka.",1
2063,"~Gameplay: 3/10~ SSBB gameplay is good for the first day and a half, after that it drops dead faster than you can say ""let down.""","~Lalao: 3/10~ Ny lalao SSBB dia tsara ho an'ny andro voalohany sy tapany, aorian'izay dia maty haingana kokoa noho ny azonao lazaina hoe ""avelao.""",-1
2064,"Then guess what, time to replay the whole segment, but you have to listen and watch the same video and mission start again because there is no skip option.","Dia eritrereto hoe inona, fotoana hamerenana ny fizarana manontolo, fa tsy maintsy mihaino sy mijery ilay horonan-tsary mitovy ary manomboka indray ny iraka satria tsy misy safidy skip.",-1
2065,Any (even just a little experienced) gamer who actually played this game must be disappointed.,Na iza na iza (na dia efa za-draharaha kely aza) izay tena nilalao ity lalao ity dia tsy maintsy ho diso fanantenana.,-1
2066,Friday The 13th Part 29! Ditto to johnny 1504 by the way.,Zoma faha-13 Fizarana 29! Toy izany koa i Johnny 1504.,-1
2067,"Yes, for the money and features this is the best of the bunch.","Eny, ho an'ny vola sy ny endri-javatra io no tsara indrindra amin'ny bunch.",1
2068,Not one sequence to the next has a cohesive thought or relation to the other is just the beginning of this inept genre flick with some laughable 'creature' f/x to say the least.,Tsy misy filaharana iray mankany amin'ny manaraka manana eritreritra miray hina na mifandray amin'ny iray hafa fa ny fiandohan'ity sarimihetsika tsy mendrika ity miaraka amin'ny 'zavaboary' mampihomehy f/x raha tsy hilaza afa-tsy.,-1
2069,I would say this book encourages.,Lazaiko fa mamporisika ity boky ity.,1
2070,I recommend neither.,Tsy manoro hevitra aho.,-1
2071,"It's now April 2010 and for over 6 months now, [...] has yet to get this ish together.","Aprily 2010 izao ary efa 6 volana mahery izao, [...]",-1
2072,The sound and presentation in the game are fantastic.,Ny feo sy ny fampisehoana ao amin'ny lalao dia mahafinaritra.,1
2073,Now - i used the included software to run a backup of a roughly 300 gig drive that is relatively full and it took almost 2 days for the 1st image to complete...,Ankehitriny - nampiasa ny logiciel nampidirina aho mba hampandehanana backup amin'ny kapila gig 300 eo ho eo izay feno ary efa ho 2 andro vao vita ny sary voalohany...,-1
2074,Narrator is impossible to sympathize with; he chased money and worldly success and is now reconsidering.,Tsy afaka miombom-pihetseham-po amin'ny mpitantara; nanenjika vola sy fahombiazana teo amin’izao tontolo izao izy dia izao indray mihevi-tena.,-1
2075,"This movie skipped 3 whole city's and many, many main characters that were important to the story line.",Ity sarimihetsika ity dia nandingana ny tanàna 3 manontolo sy ireo mpilalao fototra maro izay nanan-danja tamin'ny tantara.,-1
2076,"In this short but insightful novel, Daniel Quinn has created a brand new view of history of mankind.","Ao amin'ity tantara fohy nefa feno hevi-baovao ity, i Daniel Quinn dia namorona fomba fijery vaovao momba ny tantaran'ny olombelona.",1
2077,"To make things worse, Tomy added alot of playable characters from the anime in this game, it's too bad all of them play EXACTLY the same.","Ny hanaratsy kokoa ny zava-misy dia nampian'i Tomy ireo mpilalao azo nilalao tamin'ny anime amin'ity lalao ity, ratsy loatra fa mitovy daholo ny lalaon'izy rehetra.",-1
2078,"But if you are looking for speed reading book, this is not the one.",Fa raha mitady boky famakiana haingana ianao dia tsy ity no iray.,-1
2079,"Anyway, as soon as I strapped these things on, I realized that I made a big mistake.","Na izany na tsy izany, raha vao namatotra ireo zavatra ireo aho dia tonga saina fa nanao fahadisoana lehibe aho.",-1
2080,"Do you pay for an superb new concept with fantastic eyecandy, great gameplay and AI?","Mandoa hevitra vaovao mahafinaritra miaraka amin'ny eyecandy mahafinaritra, lalao mahafinaritra ary AI ve ianao?",-1
2081,"Their reaction to this album was, however, almost identical to mine, close to being boring and not living up to expectations.","Saika nitovy tamin’ny ahy anefa ny fihetsik’izy ireo tamin’ity rakikira ity, saika mankaleo sy tsy araka ny nantenaina.",-1
2082,"There are still 5-6 festivals, but all you can do to participate is to talk to the shopkeepers (only way you can interact with them, but they always say the same things).","Mbola misy fetibe 5-6, fa ny hany azonao atao handraisana anjara dia ny miresaka amin'ny mpivarotra (fomba tokana ahafahanao mifandray amin'izy ireo, saingy mitovy foana ny teniny).",-1
2083,"Originality: 9/10 It's been a while since there's been a western-like FPS...actually....I can't remember any other...Well there is probably another Western FPS I've played, just this was the most memorable....",Originalité: 9/10 Efa elaela ihany no nisy FPS toa tandrefana...ny tena marina....tsy tadidiko ny hafa...Eny fa misy koa angamba ny FPS tandrefana nolalaovina fa io no tena tsy hay hadinoina....,1
2084,It also puzzles me about the character selection because nobody has high speed or anything so there is really no need.,Mahagaga ahy ihany koa ny fisafidianana ny toetra satria tsy misy olona manana hafainganam-pandeha ambony na inona na inona ka tsy ilaina izany.,-1
2085,"I get home and put the game in my Wii. The first few minutes I was thinking, ""Okay, this is pretty cool.""","Nody aho ary nametraka ny lalao tao amin'ny Wii-ko. Ny minitra vitsivitsy voalohany dia nieritreritra aho hoe: ""Eny, mahafinaritra ity.""",1
2086,"However the only smart thing was the BDSM-club, a sense of self-awareness, with all the leather and plastic and black, and oh so fetishly dressed actors.","Saingy ny hany zavatra marani-tsaina dia ny klioba BDSM, fahatsapana fahatsiarovan-tena, miaraka amin'ny hoditra rehetra sy ny plastika ary ny mainty, ary ny mpilalao sarimihetsika manao akanjo fetisy.",1
2087,Another great book from a great author.,Boky lehibe iray hafa avy amin'ny mpanoratra lehibe.,1
2088,The background are bland.,Ny ambadika dia manjavozavo.,-1
2089,"The first is the ""string,"" (le fil), a tone that persists throughout the entire record (and beyond, into secret-track land).","Ny voalohany dia ny ""tady"", (le fil), feo izay mitohy mandritra ny rakitsoratra manontolo (sy any ivelany, mankany amin'ny tany miafina).",1
2090,"The story centers around Cloud, Tifa, Rude, Reno, and Kadaj for the majority of the film, but they only act to leverage each other to push a one dimensional story along.","Mifantoka amin'ny Cloud, Tifa, Rude, Reno, ary Kadaj ny tantara ho an'ny ankamaroan'ny sarimihetsika, saingy mihetsika fotsiny izy ireo mba hifampiraharaha mba hanosehana tantara iray.",-1
2091,"The anthropological reputation of Chagnon remains intact, unlike those of anthropologists who have endorsed this dishonest, tabloid-calibre book.","Ny lazan'ny anthropologie an'i Chagnon dia mbola tsy misy dikany, fa tsy toy ny an'ny anthropologista izay nanohana an'io boky tsy marina io, tsy misy dikany amin'ny tabloid.",-1
